condition,generation_seed,question_index,question_sha256,elapsed_seconds,generated_tokens,target_calls,drafted_tokens,accepted_draft_tokens,gamma_matched_blocks,gamma_matched_output_tokens,speed_numerator_tokens,gamma_weighted_seconds,continuation_last_number_correct,native_parser_correct,reached_cap,source_row_sha256
adsd,2027,55,07836807c799f44f985d68c5ac193129be1a909f70dd66f3ca725237c70d21d0,32.95992136001587,124,44,437,80,43,117,124,31.099280638079488,1,1,0,f51486718b7881078c5812215df11ad1ee075b6f8ebfa7923c5365ef849ce0ca
adsd,2027,56,0dd2f0349ad536b73d1628c7a8ba96eae512476c34cb8f1c105017e1597b15dd,38.00346302986145,131,51,502,80,48,118,131,34.232127003997334,1,1,0,299e075d7862f8fa900316d3ca828788135c3bc4a220fa00ded1c8ef2e621741
adsd,2027,57,08b78a955d65a516d71029ff129278b6417030e46ee9ee427c64050e4588e306,76.66806030273438,368,103,1012,265,100,359,368,74.79302621924359,1,1,0,6561a4e612dbd8ddacd61a3dab9900989974b4c0a62eb7ca5d066fb6c4b03bd6
adsd,2027,58,92f2d98be649fba50e5e505aa5f7c10a19c95fee4c992f52b0ddb2abfa293dfc,32.32393193244934,162,43,430,119,43,162,162,32.32393193244934,0,0,0,0868d8e493afc287bb028dba73def830f55499318f3c1bd160772effe87ec2d9
adsd,2027,59,647821b44f949ee263abd388fe3734251e02bf9de21bef6d6d58c711eef32b8d,28.907806634902954,108,39,381,69,36,102,108,27.301817377408344,1,1,0,ceaaa7cf37640feed20f80905361889d656ca3d01a404337c9bd3900a0fdad61
adsd,2027,60,97d5219c26d5f213d15d38a29da0327a429a3e1defe4b80b945bd3c78c273b8e,39.8278911113739,218,54,521,164,51,213,218,38.91440737028734,1,1,0,d4c7dd232ce44c5110a3545aaa60e73d17d7c3d53d858c6e1de9fb873c59fa25
adsd,2027,61,53d5c3c6c081dc8b1074463a29c313de0684581c634cd19bdfa17474f0899a62,40.92291283607483,178,55,539,123,53,174,178,40.00329681728663,1,1,0,c4955e3851c273ab55562d21a26a89e56697c134721931a5e16a97a08e4f0be4
adsd,2027,62,b8ef5dec533b9ddba8774b4d1a36a370d8bba70e5962bb515cc895c3bb88103a,62.00128364562988,257,83,821,174,82,256,257,61.76003351471304,0,0,0,c3c85eea2fc849ae8e4d27336c617e2543da05f31ed9d4b126cd3f7aee0de39b
adsd,2027,63,09a1f6f4ccc6a195576515c83ba810036e3563e2b2ed1881c13c90f5ffc37f1a,37.70767140388489,189,51,494,138,48,183,189,36.510602470428225,1,1,0,2645e5796fb42685d45f00fb711187e087e87d2a983953c435dd7da8bc790c7b
adsd,2027,64,b5dd77cc4ccd0cca4520096ab6de91066bd8cf94a356a9389f4c7dd76750d8ee,29.685227155685425,149,40,391,109,39,148,149,29.48599744323116,1,1,0,eb3da43d3cf98f1c09afbdd6d24e8dfedb1b95b43e12bb52f7ff5a9a96101c4d
adsd,2027,65,78eb7e05b9b667acd8b52f673e2506b36ef073f7b26e85eb1a9ad2dae04df331,41.63824129104614,174,56,548,118,54,166,174,39.72383939260724,1,1,0,c636326d0f8fb7fb0d0cfb13924a78db71f667e1c4451e84e592f4b5b3619095
adsd,2027,66,60b3bdde0ef3178112ad091b3d5ce77be3cb7df9256a3027ce12479e80b43d80,38.8736846446991,175,53,506,122,48,166,175,36.87446657725743,1,1,0,9d8ce4442de0da9f9d69d61ffb2cba286629e68a7467a6ef5a4ffd5c200975f1
adsd,2027,67,213b455e43607094e6ea5fd1da8f3f35ad606004febda7c903b665296c9d555a,24.8475182056427,167,33,330,134,33,167,167,24.8475182056427,1,1,0,3a7b6deb97cdf75156ca51056e4e1304f870630ce15d719816bc1d26122deb9b
adsd,2027,68,c3a98d978c2bb7d406c7abffb21c12dd9eb7711638c7f6ddce23024c0fb632f6,32.7068874835968,229,44,430,185,42,225,229,32.135588138905156,1,1,0,4d73b7b0a4860ccae4d001e9a069350e5e1588fd4eb3d08ca1c391d8b5fd60b3
adsd,2027,69,1b7fa8e51258ba2cf0fd72b44f52cff7ec20258f56da314edac72842eb02f6e4,33.73602509498596,119,47,438,72,41,109,119,30.901065002970334,1,1,0,c70343b11fbfaac5536bcf335ca06a0831674354fb5531495a5540421e7485a1
adsd,2027,70,a1e05c1512a24d6227fab529b40972a4ec15995fc0ca7ee8c1ff50361491114e,57.916547775268555,295,78,775,217,76,288,295,56.54225681110964,1,1,0,c56b39f13bb60613767072e654715eaeca299dfd2d30a4b4412155f0a3e4a66e
adsd,2027,71,a80a2f35ac31460e8b2875d6f76da679d74176e30990f0fd1d2bdd91a8f76ee6,20.37737536430359,81,28,267,53,25,70,81,17.61007747532409,1,1,0,8f25a17e1ad7ad5baa8997b7ef0914423e494a8b032beb3a670083c17a445bc4
adsd,2027,72,bfd3566a5a978c0c7b052db32e6d037d44175c41da0f38f5cfec0ccc5e77b179,19.820526599884033,128,27,261,101,25,122,128,18.89143941551447,1,1,0,5fa5a2930a978d7cf58d189845c58cddf6146eb2c9d15312274ae58107035840
adsd,2027,73,039b584a1bcb7af96a16461fc5a6863404331c03187ec56d1135f1eb26b8f1c3,49.61461567878723,225,68,654,157,63,212,225,46.74799343956841,1,1,0,6a6668e2d091db0c71d3a8066517380912d723439803b7a221564f74ec62e210
adsd,2027,74,3648f6a30167875e37d01576e277c35c117cb04c9585599661d59aadee37d391,33.95528841018677,240,47,440,193,41,219,240,30.984200674295426,0,0,0,34ba4743153c904b48f8ad70565d75c22750392fd0f59e24cd1451c9a523cfed
adsd,2027,75,b4e8c56a805f1fcc484b8e03e6074c43f4b7c5df6dc44df00983e12a04144959,46.19828820228577,249,62,618,187,60,238,249,44.15739996844985,1,1,0,f134cd03f3068179ad7ac03760db459b0749133ac9898a37f6cbf1b6a84cd62f
adsd,2027,76,d773e7952a94ec27388fbffc27db2d4920a3ac747e39146b7a2bd7e5072e79f8,57.9265193939209,309,78,768,231,76,302,309,56.61426814551492,0,0,0,e36d5070333b71d6d8c57d63b6c2639c389bf7216e1b9bfe76491854b0160cbe
adsd,2027,77,100d7f43fdf5ead90d91c008ff476d016d2159d3877d4a98e664df4bb92ca70f,25.365299940109253,227,34,337,193,33,220,227,24.583110074114696,1,1,0,541b881e60e952e4104d88b0ff5b4bf455af6556fb804aef78726fbcf5b22ebb
adsd,2027,78,96b496fa124d5d45b285d43871563e5098178881a40c111235b70f8e7f14fd51,42.20983958244324,200,58,550,142,50,185,200,39.04410161375999,1,1,0,7183257c2728f72866012f2ade8482df0a4897cfe62b6c1a9910f782c7115611
adsd,2027,79,40c374ea90760ff260995cbb7e2149ee9fc7962c732a5708a2154596540e8e59,40.29349708557129,172,55,528,117,50,160,172,37.48232287029887,1,1,0,e1c0575d2de670dfafacf109133ec65b1a3086fbda2a7f182f7cb45a94711f5e
adsd,2027,80,7d0805096549d33a103907c32627162d154f3f5feafc9086fb9c6fffeb525fa4,32.09182858467102,164,43,426,121,42,158,164,30.917737294987933,1,1,0,bdab3ff577724ba54f21b6935ef643a9b833a9bbb6b7aef6f0a97e5b6ee72671
adsd,2027,81,5bcf7f5517b45dc3f3ac254874a4247161dc29d8df56510abd921338954cfe9b,32.793150186538696,164,44,436,120,42,155,164,30.993526090935962,1,1,0,5411cb8ade72c29818ecc3a2b3264a9a6155a0770a5c541be4246091803a6337
adsd,2027,82,ad6ac817d85d7f018d9bcd3a8d998254ad1de3c1b45182d58c41fd9c50dbc05d,25.882362365722656,135,35,341,100,33,126,135,24.156871541341147,1,1,0,78ec03189ea44cda5543c8379a78bf39c47688052a8ad54664656be8e0ed51d5
adsd,2027,83,ab4a06b6df0789c8a6719edc5e477e6b623f899bc29b4da6b0206fbed668bcd1,25.817908763885498,147,35,340,112,33,140,147,24.588484537033807,1,1,0,6443d2ee65f52ae1f12a894b56d08e6012c4e2a21a89f31884631a9bc22e9e08
adsd,2027,84,44dd3e215ad9081a9fcfdf41640715dc730d53730f3ac451f3f5b2954f6988bb,29.333508014678955,194,40,383,154,37,183,194,27.670267869516746,1,1,0,798bd8e4e6312245fb3d7737220749a653b2a5ed918bb15d402b23d3c5eee7ae
adsd,2027,85,94c5beec9be8ef681c69764b01b26cb8b78c5c014829904c6496fc1249c9c2c9,33.54322957992554,113,46,437,67,41,105,113,31.16848766276267,1,1,0,efb41479413dd2374a5c90470dfbb7de4a5d17ac97085b44cc66478d785cdb6e
adsd,2027,86,52e0be8f2f464344820ed57a88e7062840e8d02099f40fe4be3dc527f0229c03,28.129299879074097,128,38,371,90,37,127,128,27.90953972376883,1,1,0,b289f08b8627de4b496d3a6e97caf52858ce39f7463d3c4f892dc3830541176d
adsd,2027,87,00d8d602ce43bb4c99294d3258c6ac97d2ea978ea9a83131efa7e60725e2fe39,56.71699595451355,219,76,754,143,75,215,219,55.68106908776444,0,0,0,01dadfbcc4313b414cb0eec9fa1eee96eb8efc85b554b6ed5458c78f9d8367a4
adsd,2115,88,4240e2d1bb84639f412d72b13419a6ceef1e2e2023fe76db612beb7cc89112d1,38.49499535560608,174,49,485,125,48,169,174,37.38881732814613,1,0,0,f62bf38b65ba0d78162fda5b50e54c4c3278c757031b799c08418c632c9b3fad
adsd,2115,89,016b7006ad5b0ff11254e7455223b767cc58025364a3a19065e50a18fcd6b790,45.49402689933777,165,61,606,104,59,156,165,43.01253452301025,1,1,0,08dcd08fc8d3bae2c81e418ce83ca913e3dc984401af75de9bc8735f0a17792d
adsd,2115,90,ad1d19650dbf3fe69595f5a01df751d8018f2265732c1b0b39401767cc78c54d,47.15658974647522,222,63,628,159,61,210,222,44.607584895314396,1,1,0,7a9f209489c0c24de45513ec0c91f524caf6ea4153ccc184bdde51e269b82f9c
adsd,2115,91,b921f344bdd631db8f5bf33080152f83e0ab50125e8a6577be1f1eba8b2292fd,15.271439790725708,108,21,197,87,19,103,108,14.564428689303222,1,1,0,32a3d632c8f184cf42be95d1f22dec501bcdccfcd656e410c18ce00868eb97da
adsd,2115,92,30e10116f95bb87840ace44d50ad933c09d0937a25baa8d8f80c76bd7535350a,36.712809562683105,183,49,490,134,49,183,183,36.712809562683105,1,1,0,bb77a07c1a92bca3eb0672669065a8551cf0b56a095d15d84d8e6158b62f48a0
adsd,2115,93,d362889745c00cc131020ce61c3cc48a6b09d9d48f6750d903ef1409d29d9950,51.736932039260864,190,69,690,121,69,190,190,51.736932039260864,1,1,0,ef39428911eb9cf3375b3247bde9a2e122b0c3843496fa583cedc28694b55015
adsd,2115,94,7725c031d1e3d5a4eabf9580c6ced5a6655a53803112b99863c9b0d56529bc7a,50.04230809211731,261,67,665,194,65,253,261,48.508444242550496,1,1,0,708db8e2df19e1d2588e6f268f95aa91296f508e923e997157abd3dbaa67770d
adsd,2115,95,91d8efcfd39ceb216a8247809386a4734e6a906cf97fd2e97e1983d7840e666f,34.69066762924194,175,47,456,128,45,171,175,33.897738083430696,1,1,0,51c867201be48cfbd9a0b7f1db6d102f4df2459d4ff40cf9752d32e1bc72223d
adsd,2115,96,e622abbc7c795ad663b1f96d0b45cba829d6f767820300814ee6535269344e6c,17.87174344062805,84,24,236,60,22,75,84,15.956913786275047,1,1,0,bf9e821bda8f4583db8382bdb21258906e1443a122f21066d522149cee1ec9fb
adsd,2115,97,a91423e87578c297e7622dd48b5d926341d78204dc53a223523f959090831b95,39.00525403022766,167,52,520,115,52,167,167,39.00525403022766,1,1,0,22e9ec8a29625184749b05d989dc38a3aeee3aaa9bfd29dd4ebb8a9e86bca36b
adsd,2115,98,20392eb4e714442f48f9afb981a1705324e9d15ccf8a84043ae73cac4d439d43,46.06989502906799,263,63,601,200,59,254,263,44.49335869727479,1,1,0,a4a9cc30c3dc15fe87f53d01931866ef39929aa86eed81d803fec21151e73cf0
adsd,2115,99,06d0657a08d5164257b70fa6d622d5ef73a8d9e8934a605c71d792c52d303983,72.72253727912903,217,98,963,119,96,215,217,72.05228347932139,1,1,0,e891cbbc0433f653e7c0c4dbf55cd4045561a35165eb05b75fde878ea7f33603
adsd,2115,100,1c606349bd458f0d6194ffcfa35022c89a415f1535609172a34d9e18405fe1e8,43.90351319313049,242,59,581,183,53,219,242,39.73086524502305,0,0,0,ff6fdf9463fc313cfa09b9f167abea1bbc553ec65f83a39747541ad5b82d52cb
adsd,2115,101,5553251d23b7535495707b2352591855336801f615360b5b990ff9257ddd5995,29.70033025741577,136,40,392,96,38,131,136,28.608406350893134,1,1,0,d75af67c8f76c9b33e6a895ebd8123d53ced4970ef7649f0f382acd27856ea28
adsd,2115,102,fecc3d4d9ba43ef7e285c47e39c351c559d0981c90b2198d3ebf264bfeba96ca,45.59495258331299,182,62,598,120,57,167,182,41.83712682095203,1,1,0,7fe18619da5bb5436f2b73693bcec536e9f32c16b13c2b544349ae4491a1e26a
adsd,2115,103,7d885e090e8039cfaad017c988198b576bb4cee2ebe89f2443289799b6b7f3ea,30.41206455230713,184,41,401,143,39,176,184,29.089800876119863,1,1,0,d657d9ea87500a400f3130e8526d35c9f013da695da62a4762385682403e0cf0
adsd,2115,104,5fc2275d46da83d937ed7c00a96626532769cdad1eb433318459396c18728d43,3.2464497089385986,7,5,35,2,3,5,7,2.3188926492418562,0,0,0,931db8c7ad012ffe21860c63b28b72725f3c3f8fe13eed9c0c5ad7ab2a037ccf
adsd,2115,105,f21bbb967500678808f0de4e3a3ea501da595f01650fdf9f9ffb954dd2d37ce8,23.522900581359863,97,32,307,65,28,82,97,19.88533863578875,1,1,0,a4a9c1731118d001e81c2c33fe760dbff392dbbbfedafb84bc1f77723fd15cfc
adsd,2115,106,f36cf3d631e2229fd12c4a408087cb2ddbb4930d4fb1ea5ff05e03445e5b9e40,45.65078568458557,209,61,609,148,60,200,209,43.68496237759385,1,1,0,d6de92ed072a768f60a5704ba34afa2a9dd30646b92e462e90f0289dbf77788f
adsd,2115,107,39a2f8a70c1e36831f090d462c0e2db3c225c97406da8bf30424fdf8f31c9ce0,49.674262285232544,211,67,657,144,64,202,211,47.55545488917997,0,0,0,82cb29a5912c4b62d511e6a2a23c23355db2d44576aabe1faf6edbc09d4fc7a4
adsd,2115,108,f0c0c69ee1081eef308adced9c0e87d8907ba46bfe7a48a94c21a1645339bd5d,32.473753929138184,125,45,419,80,40,114,125,29.616063583374025,1,1,0,8b53abd9bc4dec0b5ab946bfbea9db36d8969fe847c32d8e32b9e2add01208e7
adsd,2115,109,5e198a31e9e946144656627ff5b15393c675b7698a4c85a1262eb65926019d8f,37.222084045410156,180,50,493,130,48,172,180,35.56776919894748,0,0,0,b19a8884ab40f2e9ad07d0de8b983aec298662e1e50d731bcad9d175b1e24811
adsd,2115,110,01bfcc0e852a1d29fd4744b97b83fbd3cae6720ba66dde58a9282f0b6a096abf,34.17564272880554,154,46,452,108,45,152,154,33.731803212847026,1,1,0,eeb534a5e71e9e97252ec8907aff0dd500ba27e569c755b8263c398c17b51689
adsd,2115,111,428761e289e8d36b160dbb14b957327cf95078e0a6f4d999e60a2d09d6f5c088,54.47141432762146,232,73,726,159,72,226,232,53.062670853631246,1,1,0,59c37c331cf33aa4bb2121b7f4436eca2ce1ce429acdf1abc898b937a257d3f2
adsd,2115,112,8eab15179c07e4292ebb8e9af0cb9caf6d6a2f6a173a1200156de2310e330457,35.77873706817627,121,49,467,72,44,110,121,32.52612460743297,1,1,0,e566bb0aadb103aec60a34e5b3efb497a57fb59ac52d8fd5e377210ba2c73b35
adsd,2115,113,ff97715a210dc41459c23b61a274db166ed93b3f8040e5349c3f254442244adf,27.286895513534546,102,37,358,65,35,96,102,25.681784012738397,1,1,0,980becc1d5ad88dffbb7fe4a7538d3025987183259d72269166b2245a322be29
adsd,2115,114,c149b54f8d8fa351b0a7021347b0972cbe70254fdb4a605b8fc3249f9626aced,51.53407526016235,204,69,686,135,68,198,204,50.018367164275226,1,1,0,3be400b0f0a0f039f765b968ffaae2e927cab01268c327c74381f1f471d42c21
adsd,2115,115,f99c92a7cf2983bc9fcea2e5babc601c4a90cd55176598d782f0388a3c2e18e8,58.184521436691284,296,78,773,218,76,290,296,57.00510546162322,1,1,0,a2d304e51ef26a23c92e546d021b339d42a0709e0013eb20a1777d4abfbf0dd1
adsd,2115,116,b7a22d59d7a7c53807bbb24e2665362c5c00cf4e97ead8292d7ef27a3d612c2a,57.22288131713867,241,77,759,164,75,237,241,56.27312395087911,1,1,0,f0a8e4ce330db652543319bce76acc5f0c9169dd7aaa5403e1a83a9c79523db9
adsd,2115,117,8a7ef077b625972cca37f75ec755679f62f59369d46bd53f6620b404b35ef80f,23.861254453659058,109,32,317,77,30,100,109,21.891059131797302,1,1,0,4b84d4b17a50c5fee3dc0008c621ee5c63c1c4c44e7572753278e73dccb5838e
adsd,2115,118,b9cb8545f95a686bbc7a994c143a3f2ecc5a5da8c83c2acd78aec0372d190d90,41.20127201080322,164,56,540,108,51,152,164,38.18654479050055,1,1,0,cb600424ba1bb1504d2645bba4955bf74c1f085ce725842cf3e5647754ddb19e
adsd,2115,119,7df75d2b68107df98b0bef757e06fff8ff3004507814133bbb4bef0f208408ea,73.1827962398529,438,98,972,340,97,436,438,72.84862822049284,0,0,0,d6f37f58ddad4b34de606bf1b5b61ad82589a4b70612967c0f83f145ed600b02
adsd,2115,120,4a23b3ce1966b62687b3e9a5b690f988c07610a3f59554c19e6226e335786b0f,74.97209239006042,232,101,993,131,98,225,232,72.71000339553274,1,1,0,6251f47ee5c0b3990b34a68ff66430767782972f42c1247534ae5acd9b601c5b
adsd,2115,121,b3961d14053d10d144900d3c9933e6feb82cd4c29bcfb760e8ec2c9aec18dce9,19.1766517162323,146,26,251,120,25,145,146,19.045304786669064,1,1,0,b9e5252366f28fd72b397e9419edf29c762ed528997abf34b0551f9281a48ad4
adsd,2115,122,7a79da6f9180ba86c27323bc567d1ffccac4c6917837e2392e63ecd7ed614c24,97.59321594238281,409,132,1286,277,126,391,409,93.29815998403834,1,1,0,9a38a8760582f8790c73e7c4442941dc087037064658b03a16f0fd9e3132baad
adsd,2115,123,1cccf292fc66a7ada2c99df24e69fb414f26da86719384d80245eb964f3ad0ce,36.44469475746155,213,49,482,164,48,211,213,36.10249105081871,1,1,0,ef6f662efc05f81fba742249b44aad620d6987e3467923989c60b814e4e43f63
adsd,2115,124,67aad8ea1a02fa71c4f1ec3113ad7fa5aaf003c1e077872a4a8cca020d67357e,54.8745641708374,185,75,716,110,69,174,185,51.61175224716599,1,1,0,6ee32a13c8ce91e4e890084caae60b3bbe2f72e02aa188f2e6fa2a643f7967bf
adsd,2115,125,6681b8e0f2abf7a9433078fa0f5dc6be495c2eb8934b873704046b64d44048a9,56.855956077575684,190,76,757,114,75,183,190,54.76126295892816,1,1,0,a6951301556447af586e8e71696826bd00ce121f7ea460e3451541388e0a1cbb
adsd,2115,126,d0798145442485f3c0cfcdfd90a7ce1c5d2eb7496d997bc8c3423c1b8e99e49e,19.176792860031128,82,26,251,56,24,73,82,17.07202291197893,1,1,0,05daa131021c13dfac287b757dd23b9a7c96a932a9a5f9978d2936d7e4c3c732
adsd,2115,127,3170174688bb66f77a62769e7bcd7dfbf1f6aa4280b7d5a55e61a5b6f8e63d4b,13.203245878219604,81,18,171,63,15,71,81,11.573215522883851,1,1,0,dd67690b9a750e2af0671d8bf6e754a8692990a7c09146b62a5c11aeabc8e6fc
adsd,2115,128,02ab543616687a352fa9409dc82fc2d21437b3297a6cfd0060feaf1c96c3f789,53.14744687080383,330,71,708,259,70,322,330,51.8590239163601,1,1,0,325c5e969c14390c6a7101bc8d24aa99455b2750fb0449f3b79fa1956881a972
adsd,2115,129,883512359703bdbc7e311e6da14ba2907fd2bb0fc50a077602ba081145d88afa,57.94080567359924,334,78,767,256,75,322,334,55.8591000805358,1,1,0,bc651fb8887c447a05a3ada496d596655fed1b97af8f8c7eba24c06bafda11ae
adsd,2115,130,1c64800ffb2c7c83b5645657552e2a22c4cce32e533e2fa4f8248eb55492e0f9,38.36304712295532,125,52,505,73,50,121,125,37.135429615020755,1,1,0,3d563e1e8383511be89f1ac4844ef23d2c086c5ab45261b922f12e99b2274e88
adsd,2115,131,a6720346b356d04d2a6c04422f30e2800b27ed5b53869828023ceeefbb5cae5f,25.05755305290222,107,34,328,73,30,95,107,22.24736018715618,1,1,0,0f5071bdf4df21352c53b2ce427eaa9495aa0cb2514f12bea894f5c7ba2cb2d8
adsd,2115,132,66ea530a01475c04b52a5ad759ef39be291984788dc2d876ea45576d452babcf,35.828943490982056,150,49,468,101,44,139,150,33.20148763497671,1,1,0,94007b100c031487d689a1b41f2a6c00621a57c9c7f8fa12efa137e5cf7fa42c
adsd,2115,133,97d15f62f0f0ad0951a1aaf8ee809f94824e3c116b662b16fa83e65e16f1532a,32.04629325866699,172,43,426,129,42,166,172,30.92839930778326,1,1,0,28a01b12283bab965b28c0ed4d4839bd8c36362aef573225edccbec0aa3018ae
adsd,2115,134,cbe97dcd42db7392415a050f1dd99f430dfe2402c5ad3c250028934e8d5c48d5,15.71567416191101,76,21,208,55,20,68,76,14.061392671183535,1,1,0,483ae1f87f04e61b7e08b19e486111642a6a4f1992f973e54b08278636e5401f
adsd,2115,135,c9fe583ec68ea08cb94acabcae6b7496131388bfaa128e15a9e250b162cd8147,28.053983449935913,140,38,368,102,36,138,140,27.65321225779397,1,1,0,17549c3f03ecdd674941fd33f3539633c6ca5733f375c65510f38eb4f3e26d14
adsd,2115,136,da2442d2010e8ea52365576c7dae34ac2c497dc544ecfd76bf96238f7962e5fa,22.512595891952515,114,30,300,84,30,114,114,22.512595891952515,1,1,0,eb833901cc2ece50a1fe92d9b6fc0a2f6e58d09008cee79102c9bd3ff9bbc156
adsd,2115,137,8f20370a7abda8db3fb9b55ace4250a04b10511ac26f7a402df8980d2e7d8c23,41.12202787399292,318,55,546,263,54,312,318,40.3461405556157,1,1,0,839b36ae18c52b172cc32bc8a8c03757a9baafc724d35af1fc54980a40408aea
adsd,2115,138,b1d6f8eda92424dbad56ea3ac1a4b426d51213dc8b3c603478c6de0e7bb18f1d,39.710169553756714,241,54,519,187,51,236,241,38.886307114882094,1,1,0,a6319a5878d479ed3a548b08932f5bf8304c6a2c392b2c11d6418c6f7f8dab6d
adsd,2115,139,dceb7c73dd545bc71d850af9a921d77f290b8db70a1ea173bf9d544beaa0352c,31.943732500076294,111,44,414,67,38,103,111,29.641481509079803,1,1,0,536c0a809cc63b52ee7b8570a4dc0287b1396944c2fb3d2ab55bfbf9781c958f
adsd,2115,140,09a8532e00e3cd9a41779c00b791730f72848bf57e0ea9e380ad034816e7ec31,30.729955673217773,203,41,410,162,41,203,203,30.729955673217773,1,1,0,27028cfc89fa1198e8123dda5c17beb3059dbb3e3b57ce9cce315f0bd7ee730f
adsd,2115,141,cdf3f31e007929771fb5edba6a762f04b0e92ca5416c600cf6e12a9eb428ffac,43.12214255332947,211,58,570,153,56,202,211,41.282809458637686,0,0,0,bd935114449342c900bc21acba085b2c26a50a4bbe9a8e2d7f9d16853d34d7c5
adsd,2115,142,e522e401478c016a78b37a5ccb26307ccd8760480518f38d1592fa053a752f11,57.97451901435852,237,78,767,159,74,230,237,56.262191448533585,1,1,0,f766ba6067f25a67eefc92f0b6fa0d3acea801c58e2cab3dd23f20feb64bcf0d
adsd,2115,143,a608c8d1fbc71901591609cfecd2842568542d571d81a4fb16ad09a9bc313762,53.144347190856934,308,71,707,237,70,301,308,51.93652111833746,1,1,0,aaca0031b43f8804e017385926a2967d12a6c8f5163e6468b28c8b9d0bfae187
adsd,2115,144,8f2ecd574d8c8738ec87b6ba3a3af24f9cbf35d832733c98e65546f7ee59725d,69.38272309303284,318,94,911,224,89,302,318,65.89176847199974,1,1,0,a6a503756568ea82a487ab020c0afd15ad0d8a43d0007ed92de23835f9014ad9
adsd,2115,145,804b6b67ebebc7e3ba16a757d89887fa4dde70770d585a846d498e0906396878,53.78633689880371,210,72,717,138,71,208,210,53.27408607119606,1,1,0,a9958e5fbac28d14e822c477721ffe1856b37fcba162a5adc27ae4ad77ac3d49
adsd,2115,146,aa8117eb2f6758984419d06e19a0107dab523e49ea64df822b539a045e63ed0e,35.76121282577515,210,48,473,162,47,207,210,35.2503383568355,1,0,0,d5ab59d6bbdcb13fd3cb2c0f5b0417f85509fb78159a10f3222bb2526a2f2c39
adsd,2115,147,72c96b49dcfbd41cce4fcab16030d29a6ee849a89137d6a5a200b6767cd98320,72.7472915649414,250,97,967,153,96,243,250,70.71036740112305,0,0,0,2880e60f1f1ac009f9bf7af1ac0b683e4adb2618a22c5207435796865caf9b92
adsd,2115,148,7c1ba632402e9dd45afe2facff39d1c8f0b5dea7c087ce5f7e17ff5fdc31e59a,40.64578723907471,160,55,536,105,53,156,160,39.62964255809784,1,1,0,92c2b2d3f9d3177f373864d3c8866e451c73e4c8fc49c4d16826c0877c2ed3d5
adsd,2115,149,a6cdbdde3c5e14684b7b592b347824a832d6cfc7ee66995749dae09f88932443,39.769503355026245,243,53,530,190,53,243,243,39.769503355026245,1,1,0,2979b00556591035d305506b78cb3e14197e71beeeef07e155c14def65254dba
adsd,2115,150,3a8bfcb6189a8338cb888b7b052a4d33399bd2be3685cbc915f4b0d669a6bc5e,54.967418909072876,266,76,709,190,66,247,266,51.04117470128195,1,1,0,2ccaa89615f22be4b9057011ddb1b8ab54ba93bf88f88462c6df093ef5544550
adsd,2115,151,3080714d3273eb2154ecbe942cdc3c2da16240e29388a2f608252e367d15e23c,44.360560178756714,196,60,584,136,57,190,196,43.00258384675396,1,1,0,27e031a4e97f2663274cb73120af5be90f69d3e3e61188f0868842e325bf3c2b
adsd,2115,152,e5f03336252547ff28090a39c0f272289e44e0c4d7fa1349c80a434dedc7247a,28.519461154937744,184,39,372,145,36,178,184,27.589478725972384,1,1,0,f2860ab0dd8fcf52f62992f384a84d8125c10b85420f694c1ddf51144e277235
adsd,2115,153,26d986fff9abdbb5701aa974d8cd8cdff0d0d0a529b2299b09246b6ddc24fdc9,77.71050882339478,294,104,1036,190,102,284,294,75.06729423756502,1,1,0,528b0505bfbfc2a628f3615aa212aead65b493d826225f219d3ad7be9e16fff8
adsd,2115,154,4e332330d73d72eb50e5e8d1e7a977e31b554f94be78b92826b0c60f8aa30d5a,43.145575284957886,276,58,572,218,56,267,276,41.738654351752736,1,1,0,58e1d5b57fea264e00116529b41b2563be80e540d2e663b67f6868f3c2f8e8d6
adsd,2115,155,0920fbd0f0b14bbe16f1266c81e8d3bcee1447b97f0b2c3ad618618ca7a019bb,71.2288727760315,394,95,950,299,95,394,394,71.2288727760315,1,1,0,d1119e15ab4f33eae195c6ce0f8d0f669a7a4bfd9a871129f44cfbdcd622d473
adsd,2115,156,3ca0e746f10ccf16f6b66c5397f3c778065f64840a4554d5b29e037acc383ea3,31.09205651283264,153,42,409,111,40,145,153,29.46632806771721,1,1,0,ee9299684e38718b686a9da4842df82bc474a47e2fb46f2c8548f36cda00f4c9
adsd,2115,157,4b3f3583ecad9e0c33d4aee71d32949f92ddd164b3bc6fd5db2a32a9b75747c4,53.8162784576416,277,72,715,205,71,273,277,53.039148082802015,1,1,0,17ccad4d80f2ff3652314aedd410c22fd1d2f26c052b2301077918af628bc9ba
adsd,2115,158,dfa1025fad42d898f70a67a2c623dedafe0342ea5f3d6e255632b370360a38ad,37.060274839401245,177,50,489,127,48,172,177,36.01337442020912,1,1,0,490c745cd6c0622dfb61d3290f17c4dea13e49c17d939c283e60820fce7801fd
adsd,2115,159,b776409e5bbd4d63f2d0b3d630d21ac8ec56e70f84444a1f592835584d76c44d,21.523786783218384,105,29,283,76,28,102,105,20.908821446555002,1,1,0,658c6d276f53b16eb556de86495c402b3d5524f1cf0aa0d20d5e9bb382ce44d8
